file name,service,ms.date in Acom,ms.date in Acn,wacn.date,status,no update in Acom,new article for existing services,removed in Acom,should update but not update,exception
batch-mpi.md,batch,09/29/2016,08/29/2016,11/30/2016,Most Fresh,False,False,False,True,False
batch-parallel-node-tasks.md,batch,07/25/2016,07/25/2016,09/26/2016,Fresh,True,False,False,False,False
batch-powershell-cmdlets-get-started.md,batch,07/28/2016,07/28/2016,09/26/2016,Fresh,True,False,False,False,False
batch-python-tutorial.md,batch,09/27/2016,09/08/2016,11/30/2016,Most Fresh,False,False,False,True,False
batch-quota-limit.md,batch,09/10/2016,09/10/2016,11/30/2016,Most Fresh,True,False,False,False,False
batch-task-dependencies.md,batch,09/28/2016,09/28/2016,11/16/2016,Most Fresh,False,False,False,False,False
batch-task-output.md,batch,09/07/2016,09/07/2016,11/30/2016,Most Fresh,True,False,False,False,False
batch-technical-overview.md,batch,08/22/2016,08/22/2016,11/30/2016,Most Fresh,True,False,False,False,False
batch-visual-studio-templates.md,batch,09/07/2016,09/07/2016,11/30/2016,Most Fresh,True,False,False,False,False
big-compute-resources.md,batch,09/22/2016,09/22/2016,11/22/2016,Most Fresh,False,False,False,False,False
cdn-enus-faq-service-config.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-faq-service-inquiry.md,cdn,,,2/23/2016,Abandon,None,False,None,None,True
cdn-enus-faq-service-issues.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-how-to-create-Download-CDN-endpoint.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-how-to-create-LiveStreaming-CDN-endpoint.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-how-to-create-VOD-CDN-endpoint.md,cdn,,7/7/2016,2/23/2016,Abandon,None,False,None,None,True
cdn-enus-how-to-create-Web-CDN-endpoint.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-how-to-use.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-https-how-to.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-management-portal-how-to-use.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-overview.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-enus-pops.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-faq-service-config.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-faq-service-inquiry.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-faq-service-issues.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-how-to-create-Download-CDN-endpoint.md,cdn,,7/72016,7/7/2016,Abandon,None,False,None,None,True
cdn-how-to-create-LiveStreaming-CDN-endpoint.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-how-to-create-VOD-CDN-endpoint.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-how-to-create-Web-CDN-endpoint.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-how-to-use.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-https-how-to.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-management-portal-how-to-use.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-overview.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-pops.md,cdn,,7/7/2016,7/7/2016,Abandon,None,False,None,None,True
cdn-security.md,cdn,,4/7/2016,4/7/2016,Abandon,None,False,None,None,True
automation-manage-cloud-services.md,cloud services,06/20/2016,06/20/2016,07/18/2016,Abandon,True,False,False,False,False
cloud-services-certs-create.md,cloud services,10/11/2016,10/11/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-choose-me.md,cloud services,10/11/2016,10/11/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-configure-local-storage-resources.md,cloud services,,06/11/2015,07/18/2016,Abandon,False,False,True,None,False
cloud-services-configure-ssl-certificate-portal.md,cloud services,10/04/2016,10/04/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-configure-ssl-certificate.md,cloud services,10/04/2016,10/04/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-connect-to-custom-domain.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-custom-domain-name-portal.md,cloud services,08/10/2016,08/10/2016,09/19/2016,Fresh,True,False,False,False,False
cloud-services-custom-domain-name.md,cloud services,08/10/2016,08/10/2016,09/19/2016,Fresh,True,False,False,False,False
cloud-services-diagnostics-powershell.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-disaster-recovery-guidance.md,cloud services,05/16/2016,05/16/2016,08/22/2016,State,True,False,False,False,False
cloud-services-dotnet-continuous-delivery.md,cloud services,07/30/2016,07/30/2016,11/14/2016,Most Fresh,True,False,False,False,False
cloud-services-dotnet-diagnostics-performance-counters.md,cloud services,02/29/2016,02/29/2016,04/06/2016,Abandon,True,False,False,False,False
cloud-services-dotnet-diagnostics-storage.md,cloud services,08/01/2016,08/01/2016,09/19/2016,Fresh,True,False,False,False,False
cloud-services-dotnet-diagnostics-trace-flow.md,cloud services,02/20/2016,02/20/2016,04/06/2016,Abandon,True,False,False,False,False
cloud-services-dotnet-diagnostics.md,cloud services,01/25/2016,01/25/2016,04/06/2016,Abandon,True,False,False,False,False
cloud-services-dotnet-get-started.md,cloud services,06/10/2016,06/10/2016,07/18/2016,Abandon,True,False,False,False,False
cloud-services-dotnet-install-dotnet.md,cloud services,08/10/2016,08/10/2016,11/14/2016,Most Fresh,True,False,False,False,False
cloud-services-enable-communication-role-instances.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-faq.md,cloud services,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-guestos-family1-retirement.md,cloud services,06/10/2016,06/10/2016,11/14/2016,Most Fresh,True,False,False,False,False
cloud-services-guestos-msrc-releases.md,cloud services,08/17/2016,08/17/2016,11/14/2016,Most Fresh,True,False,False,False,False
cloud-services-guestos-retirement-policy.md,cloud services,04/19/2016,04/19/2016,11/14/2016,Most Fresh,True,False,False,False,False
cloud-services-guestos-update-matrix.md,cloud services,10/05/2016,10/05/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-how-to-configure-portal.md,cloud services,10/11/2016,10/11/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-how-to-configure.md,cloud services,10/11/2016,10/11/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-how-to-create-deploy-portal.md,cloud services,10/11/2016,10/11/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-how-to-create-deploy.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-how-to-manage-portal.md,cloud services,08/02/2016,08/02/2016,09/19/2016,Fresh,True,False,False,False,False
cloud-services-how-to-manage.md,cloud services,08/10/2016,08/10/2016,09/26/2016,Fresh,True,False,False,False,False
cloud-services-how-to-monitor.md,cloud services,08/04/2015,08/04/2015,10/17/2015,Abandon,True,False,False,False,False
cloud-services-how-to-scale-portal.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-how-to-scale.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-model-and-package.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-nodejs-chat-app-socketio.md,cloud services,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
cloud-services-nodejs-develop-deploy-app.md,cloud services,08/11/2016,08/11/2016,11/14/2016,Most Fresh,True,False,False,False,False
cloud-services-nodejs-develop-deploy-express-app.md,cloud services,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
cloud-services-nodejs-enable-remote-desktop.md,cloud services,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
cloud-services-nodejs-stage-application.md,cloud services,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
cloud-services-performance-testing-visual-studio-profiler.md,cloud services,07/30/2016,07/30/2016,09/19/2016,Fresh,True,False,False,False,False
cloud-services-powershell-create-cloud-container.md,cloud services,07/29/2016,04/25/2016,09/26/2016,Fresh,True,False,False,True,False
cloud-services-python-how-to-use-service-management.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-python-ptvs.md,cloud services,08/03/2016,08/03/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-role-config-xpath.md,cloud services,08/10/2016,02/25/2016,09/26/2016,Fresh,True,False,False,True,False
cloud-services-role-enable-remote-desktop-powershell.md,cloud services,08/05/2016,08/05/2016,09/19/2016,Fresh,True,False,False,False,False
cloud-services-role-enable-remote-desktop.md,cloud services,02/17/2016,10/14/2015,11/12/2015,Abandon,True,False,False,True,False
cloud-services-role-lifecycle-dotnet.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-serverexplorer-create-cloud-container.md,cloud services,,04/06/2016,04/28/2016,Abandon,False,False,True,None,False
cloud-services-setup-hybrid-hpcpack-cluster.md,cloud services,07/14/2016,07/14/2016,08/22/2016,State,True,False,False,False,False
cloud-services-sizes-specs.md,cloud services,08/10/2016,05/25/2016,09/26/2016,Fresh,True,False,False,True,False
cloud-services-startup-tasks-common.md,cloud services,10/17/2016,10/17/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-startup-tasks.md,cloud services,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-troubleshoot-common-issues-which-cause-roles-recycle.md,cloud services,09/02/2016,09/02/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-troubleshoot-default-temp-folder-size-too-small-web-worker-role.md,cloud services,10/12/2016,10/12/2016,11/14/2016,Most Fresh,False,False,False,False,False
cloud-services-troubleshoot-deployment-problems.md,cloud services,09/02/2016,09/02/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-troubleshoot-roles-that-fail-start.md,cloud services,09/02/2016,09/02/2016,10/24/2016,Most Fresh,True,False,False,False,False
cloud-services-update-azure-service.md,cloud services,08/10/2016,08/10/2016,09/19/2016,Fresh,True,False,False,False,False
cloud-services-virtual-machines-dotnet-continuous-delivery-remote-debugging.md,cloud services,08/15/2016,08/15/2016,09/19/2016,Fresh,True,False,False,False,False
cloud-services-xml-certs.md,cloud services,,07/24/2015,10/03/2015,Abandon,False,False,True,None,False
documentdb-automation-resource-manager-cli.md,documentdb,09/28/2016,09/28/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-change-notification.md,documentdb,09/23/2016,09/23/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-community.md,documentdb,09/26/2016,09/26/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-connect-mongodb-account.md,documentdb,08/23/2016,08/23/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-consistency-levels.md,documentdb,08/24/2016,08/24/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-create-account.md,documentdb,10/17/2016,10/17/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-create-collection.md,documentdb,10/17/2016,10/17/2016,11/30/2016,Most Fresh,False,False,False,False,False
documentdb-create-database.md,documentdb,10/17/2016,10/17/2016,11/30/2016,Most Fresh,False,False,False,False,False
documentdb-create-documentdb-website.md,documentdb,08/02/2016,08/02/2016,11/21/2016,Most Fresh,True,False,False,False,False
documentdb-create-mongodb-account.md,documentdb,08/23/2016,08/23/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-developing-with-multiple-regions.md,documentdb,10/03/2016,10/03/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-distribute-data-globally.md,documentdb,08/15/2016,08/15/2016,11/29/2016,Most Fresh,True,False,False,False,False
documentdb-dotnet-application.md,documentdb,08/25/2016,08/25/2016,11/25/2016,Most Fresh,True,False,False,False,False
documentdb-dotnet-samples.md,documentdb,07/21/2016,07/21/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-faq.md,documentdb,10/03/2016,10/03/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-geospatial.md,documentdb,08/08/2016,08/08/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-get-started-quickstart.md,documentdb,09/01/2016,09/01/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-get-started.md,documentdb,08/29/2016,08/29/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-import-data.md,documentdb,10/06/2016,10/06/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-increase-limits.md,documentdb,08/25/2016,08/25/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-indexing-policies.md,documentdb,08/08/2016,08/08/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-indexing.md,documentdb,08/08/2016,08/08/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-introduction.md,documentdb,09/13/2016,09/13/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-java-application.md,documentdb,08/24/2016,08/24/2016,11/22/2016,Most Fresh,True,False,False,False,False
documentdb-limits.md,documentdb,09/15/2016,09/15/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-manage-account.md,documentdb,10/14/2016,10/14/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-manage.md,documentdb,08/18/2016,08/18/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-modeling-data.md,documentdb,08/05/2016,08/05/2016,09/19/2016,Fresh,True,False,False,False,False
documentdb-mongodb-guidelines.md,documentdb,,09/15/2016,10/18/2016,Most Fresh,False,False,True,None,False
documentdb-mongodb-mongochef.md,documentdb,08/25/2016,08/25/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-mongodb-samples.md,documentdb,08/23/2016,08/23/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-monitor-accounts.md,documentdb,10/17/2016,10/17/2016,11/30/2016,Most Fresh,False,False,False,False,False
documentdb-nodejs-application.md,documentdb,08/25/2016,08/25/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-nodejs-get-started.md,documentdb,08/11/2016,08/11/2016,09/19/2016,Fresh,True,False,False,False,False
documentdb-nodejs-samples.md,documentdb,10/03/2016,10/03/2016,11/29/2016,Most Fresh,False,False,False,False,False
documentdb-nosql-vs-sql.md,documentdb,06/24/2016,06/24/2016,08/08/2016,State,True,False,False,False,False
documentdb-online-backup-and-restore.md,documentdb,09/23/2016,09/23/2016,11/28/2016,Most Fresh,False,True,False,False,False
documentdb-orderby.md,documentdb,10/03/2016,10/03/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-partition-data.md,documentdb,09/20/2016,09/20/2016,11/30/2016,Most Fresh,False,False,False,False,False
documentdb-performance-levels.md,documentdb,08/26/2016,08/26/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-performance-testing.md,documentdb,07/21/2016,07/21/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-performance-tips.md,documentdb,09/27/2016,09/27/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-portal-global-replication.md,documentdb,10/17/2016,10/17/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-portal-troubleshooting.md,documentdb,08/29/2016,08/29/2016,11/21/2016,Most Fresh,True,False,False,False,False
documentdb-powerbi-visualize.md,documentdb,09/22/2016,09/22/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-programming.md,documentdb,10/14/2016,10/14/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-protocol-mongodb.md,documentdb,08/23/2016,08/23/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-python-application.md,documentdb,08/25/2016,08/25/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-python-samples.md,documentdb,04/18/2016,04/18/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-query-collections-query-explorer.md,documentdb,08/30/2016,08/30/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-request-units.md,documentdb,06/29/2016,06/29/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-resources.md,documentdb,09/15/2016,09/15/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-run-hadoop-with-hdinsight.md,documentdb,09/20/2016,09/20/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-sdk-dotnet.md,documentdb,09/27/2016,09/27/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-sdk-java.md,documentdb,10/03/2016,10/03/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-sdk-node.md,documentdb,10/03/2016,10/03/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-sdk-python.md,documentdb,09/29/2016,09/29/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-search-indexer.md,documentdb,07/08/2016,07/08/2016,08/22/2016,State,True,False,False,False,False
documentdb-secure-access-to-data.md,documentdb,09/19/2016,09/19/2016,10/18/2016,Most Fresh,False,False,False,False,False
documentdb-sharding.md,documentdb,07/07/2016,07/07/2016,08/22/2016,State,True,False,False,False,False
documentdb-social-media-apps.md,documentdb,09/27/2016,09/27/2016,11/28/2016,Most Fresh,False,False,False,False,False
documentdb-sql-query-cheat-sheet.md,documentdb,07/29/2016,07/29/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-sql-query.md,documentdb,08/22/2016,08/22/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-supercharge-your-account.md,documentdb,08/25/2016,08/25/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-time-to-live.md,documentdb,04/28/2016,04/28/2016,06/29/2016,Abandon,True,False,False,False,False
documentdb-use-cases.md,documentdb,07/08/2016,07/08/2016,08/23/2016,State,True,False,False,False,False
documentdb-view-json-document-explorer.md,documentdb,08/30/2016,08/30/2016,11/30/2016,Most Fresh,True,False,False,False,False
documentdb-view-scripts.md,documentdb,08/30/2016,08/30/2016,10/18/2016,Most Fresh,True,False,False,False,False
documentdb-whitepaper-chappell.md,documentdb,07/29/2016,07/29/2016,10/18/2016,Most Fresh,True,False,False,False,False
fundamentals-data-management-nosql-chappell.md,documentdb,07/29/2016,07/29/2016,10/18/2016,Most Fresh,True,False,False,False,False
event-hubs-api-overview.md,event hubs,08/16/2016,08/16/2016,10/10/2016,Most Fresh,True,False,False,False,False
event-hubs-authentication-and-security-model-overview.md,event hubs,08/16/2016,08/16/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-availability-and-support-faq.md,event hubs,09/01/2016,09/01/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-c-ephcs-getstarted.md,event hubs,08/16/2016,08/16/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-c-ephjava-getstarted.md,event hubs,09/27/2016,09/27/2016,11/08/2016,Most Fresh,False,False,False,False,False
event-hubs-c-storm-getstarted.md,event hubs,08/16/2016,08/16/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-csharp-ephcs-getstarted.md,event hubs,09/02/2016,09/02/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-csharp-ephjava-getstarted.md,event hubs,09/27/2016,09/27/2016,11/08/2016,Most Fresh,False,False,False,False,False
event-hubs-csharp-storm-getstarted.md,event hubs,09/06/2016,09/06/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-faq.md,event hubs,09/01/2016,09/01/2016,11/08/2016,Most Fresh,True,True,False,False,False
event-hubs-ingest-telemetry-and-application-events.md,event hubs,,07/11/2016,08/15/2016,State,False,False,True,None,False
event-hubs-java-ephcs-getstarted.md,event hubs,09/27/2016,09/27/2016,11/08/2016,Most Fresh,False,False,False,False,False
event-hubs-java-ephjava-getstarted.md,event hubs,09/27/2016,09/27/2016,11/08/2016,Most Fresh,False,False,False,False,False
event-hubs-java-storm-getstarted.md,event hubs,09/06/2016,09/06/2016,10/10/2016,Most Fresh,True,False,False,False,False
event-hubs-messaging-exceptions.md,event hubs,10/14/2016,10/14/2016,11/08/2016,Most Fresh,False,True,False,False,False
event-hubs-overview.md,event hubs,08/16/2016,08/16/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-programming-guide.md,event hubs,08/16/2016,08/16/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-pulling-public-data.md,event hubs,08/25/2016,08/25/2016,10/10/2016,Most Fresh,True,False,False,False,False
event-hubs-pulling-sql-data.md,event hubs,08/25/2016,08/25/2016,10/10/2016,Most Fresh,True,False,False,False,False
event-hubs-quotas.md,event hubs,09/27/2016,09/27/2016,11/08/2016,Most Fresh,False,False,False,False,False
event-hubs-resource-manager-namespace-event-hub-enable-archive.md,event hubs,09/14/2016,09/14/2016,11/08/2016,Most Fresh,True,True,False,False,False
event-hubs-resource-manager-namespace-event-hub.md,event hubs,08/31/2016,08/31/2016,11/08/2016,Most Fresh,True,True,False,False,False
event-hubs-sensors-notify-users.md,event hubs,08/25/2016,08/25/2016,11/08/2016,Most Fresh,True,False,False,False,False
event-hubs-streaming-azure-diags-data.md,event hubs,07/14/2016,07/14/2016,08/15/2016,State,True,False,False,False,False
event-hubs-what-is-event-hubs.md,event hubs,08/17/2016,08/17/2016,10/10/2016,Most Fresh,True,False,False,False,False
expressroute-about-virtual-network-gateways.md,expressroute,10/03/2016,10/03/2016,10/31/2016,Most Fresh,False,True,False,False,False
expressroute-circuit-peerings.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-config-samples-routing.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-faqs.md,expressroute,10/10/2016,09/19/2016,10/31/2016,Most Fresh,False,False,False,True,False
expressroute-for-cloud-solution-providers.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-add-gateway-classic.md,expressroute,10/03/2016,10/03/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-add-gateway-resource-manager.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-circuit-arm.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-circuit-classic.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-circuit-portal-resource-manager.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-coexist-classic.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-coexist-resource-manager.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-linkvnet-arm.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-linkvnet-classic.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-linkvnet-portal-resource-manager.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-move-arm.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-routing-arm.md,expressroute,10/05/2016,10/05/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-routing-classic.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-routing-portal-resource-manager.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-howto-vnet-portal-classic.md,expressroute,09/20/2016,09/20/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-introduction.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-locations.md,expressroute,10/17/2016,10/17/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-move.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-optimize-routing.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-prerequisites.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-routing.md,expressroute,10/14/2016,10/14/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-troubleshooting-arp-classic.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-troubleshooting-arp-resource-manager.md,expressroute,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
expressroute-workflows.md,expressroute,10/10/2016,10/10/2016,11/16/2016,Most Fresh,False,False,False,False,False
hdinsight-administer-use-command-line.md,hdinsight,08/10/2016,08/10/2016,11/25/2016,Most Fresh,True,False,False,False,False
hdinsight-administer-use-dotnet-sdk.md,hdinsight,09/02/2016,09/02/2016,11/25/2016,Most Fresh,True,False,False,False,False
hdinsight-administer-use-management-portal-v1.md,hdinsight,07/25/2016,07/25/2016,09/30/2016,Fresh,True,False,False,False,False
hdinsight-administer-use-powershell.md,hdinsight,08/10/2016,08/10/2016,11/25/2016,Most Fresh,True,False,False,False,False
hdinsight-analyze-flight-delay-data.md,hdinsight,07/25/2016,07/25/2016,11/25/2016,Most Fresh,True,False,False,False,False
hdinsight-apache-storm-tutorial-get-started.md,hdinsight,09/07/2016,09/07/2016,10/25/2016,Most Fresh,True,False,False,False,False
hdinsight-article-index-v1.md,hdinsight,08/17/2015,08/17/2015,01/15/2016,Abandon,True,False,False,False,False
hdinsight-component-versioning-v1.md,hdinsight,07/25/2016,07/25/2016,09/30/2016,Fresh,True,False,False,False,False
hdinsight-connect-excel-hive-ODBC-driver.md,hdinsight,07/25/2016,07/25/2016,11/25/2016,Most Fresh,True,False,False,False,False
hdinsight-connect-excel-power-query.md,hdinsight,07/25/2016,07/25/2016,11/25/2016,Most Fresh,True,False,False,False,False
hdinsight-connect-hive-jdbc-driver.md,hdinsight,08/23/2016,08/23/2016,10/25/2016,Most Fresh,True,False,False,False,False
hdinsight-debug-jobs.md,hdinsight,09/02/2016,09/02/2016,11/25/2016,Most Fresh,True,False,False,False,False
hdinsight-debug-tez-ui.md,hdinsight,10/04/2016,10/04/2016,11/21/2016,Most Fresh,False,False,False,False,False
hdinsight-delete-cluster.md,hdinsight,08/09/2016,08/09/2016,09/30/2016,Fresh,True,False,False,False,False
hdinsight-develop-deploy-java-mapreduce.md,hdinsight,,07/11/2015,11/25/2016,Most Fresh,False,False,True,None,False
hdinsight-documentation-backlog.md,hdinsight,10/05/2016,10/05/2016,11/21/2016,Most Fresh,False,False,False,False,False
hdinsight-dotnet-avro-serialization.md,hdinsight,09/14/2016,09/14/2016,10/25/2016,Most Fresh,True,False,False,False,False
hdinsight-extend-hadoop-virtual-network.md,hdinsight,09/13/2016,09/13/2016,10/25/2016,Most Fresh,True,False,False,False,False
hdinsight-hadoop-access-yarn-app-logs.md,hdinsight,07/25/2016,07/25/2016,09/30/2016,Fresh,True,False,False,False,False
hdinsight-hadoop-add-hive-libraries.md,hdinsight,09/20/2016,09/20/2016,11/21/2016,Most Fresh,False,False,False,False,False
