file name,service,ms.date in Acom,ms.date in Acn,wacn.date,status,no update in Acom,new article for existing services,removed in Acom,should update but not update,exception
service-fabric-reliable-services-platform-architecture.md,service fabric,03/30/2016,03/30/2016,07/04/2016,Abandon,True,False,False,False,False
service-fabric-reliable-services-quick-start.md,service fabric,09/25/2016,09/25/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-reliable-services-reliable-collections.md,service fabric,07/28/2016,07/28/2016,08/29/2016,State,True,False,False,False,False
service-fabric-reliable-services-secure-communication.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-report-health.md,service fabric,09/28/2016,09/28/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-rest-based-application-lifecycle-sample.md,service fabric,08/25/2016,08/25/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-reverseproxy.md,service fabric,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-secure-azure-cluster-with-certs.md,service fabric,,05/27/2016,11/17/2016,Most Fresh,False,False,True,None,False
service-fabric-service-manifest-resources.md,service fabric,09/14/2016,09/14/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-set-up-continuous-integration.md,service fabric,08/01/2016,08/01/2016,08/29/2016,State,True,False,False,False,False
service-fabric-technical-overview.md,service fabric,08/25/2016,08/25/2016,11/15/2016,Most Fresh,True,False,False,False,False
service-fabric-testability-actions.md,service fabric,10/03/2016,10/03/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-testability-overview.md,service fabric,04/06/2016,04/06/2016,07/04/2016,Abandon,True,False,False,False,False
service-fabric-testability-scenarios-service-communication.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-testability-scenarios.md,service fabric,07/08/2016,07/08/2016,08/08/2016,State,True,False,False,False,False
service-fabric-testability-workload-tests.md,service fabric,05/17/2016,05/17/2016,07/04/2016,Abandon,True,False,False,False,False
service-fabric-troubleshoot-local-cluster-setup.md,service fabric,07/08/2016,07/08/2016,08/08/2016,State,True,False,False,False,False
service-fabric-understand-and-troubleshoot-with-system-health-reports.md,service fabric,09/28/2016,09/28/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-use-data-loss-api.md,service fabric,09/19/2016,09/19/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-view-entities-aggregated-health.md,service fabric,09/28/2016,09/28/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-visualizing-your-cluster.md,service fabric,08/22/2016,08/22/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-visualstudio-configure-secure-connections.md,service fabric,10/08/2015,10/08/2015,07/07/2016,Abandon,True,False,False,False,False
service-fabric-visualstudio-configure-upgrade.md,service fabric,07/29/2016,07/29/2016,08/29/2016,State,True,False,False,False,False
service-fabric-vso-load-test.md,service fabric,07/29/2016,07/29/2016,08/29/2016,State,True,False,False,False,False
service-fabric-windows-cluster-windows-security.md,service fabric,08/25/2016,08/25/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-windows-cluster-x509-security.md,service fabric,07/08/2016,07/08/2016,08/08/2016,State,True,False,False,False,False
service-fabric-work-with-reliable-collections.md,service fabric,03/28/2016,03/28/2016,07/04/2016,Abandon,True,False,False,False,False
site-recovery-active-directory.md,site recovery,08/31/2016,08/31/2016,10/10/2016,Most Fresh,True,False,False,False,False
site-recovery-best-practices.md,site recovery,10/05/2016,10/05/2016,11/17/2016,Most Fresh,False,False,False,False,False
site-recovery-capacity-planner.md,site recovery,07/12/2016,07/12/2016,08/01/2016,Abandon,True,False,False,False,False
site-recovery-capacity-planning-for-hyper-v-replication.md,site recovery,07/12/2016,07/12/2016,08/01/2016,Abandon,True,False,False,False,False
site-recovery-components.md,site recovery,10/05/2016,10/05/2016,11/14/2016,Most Fresh,False,False,False,False,False
site-recovery-create-recovery-plans.md,site recovery,10/05/2016,10/05/2016,11/17/2016,Most Fresh,False,False,False,False,False
site-recovery-deploy-with-powershell.md,site recovery,09/27/2016,09/27/2016,11/17/2016,Most Fresh,False,False,False,False,False
site-recovery-failover.md,site recovery,10/05/2016,10/05/2016,11/17/2016,Most Fresh,False,False,False,False,False
site-recovery-faq.md,site recovery,10/10/2016,10/10/2016,11/17/2016,Most Fresh,False,False,False,False,False
site-recovery-hyper-v-site-to-azure-classic.md,site recovery,09/19/2016,09/19/2016,11/14/2016,Most Fresh,False,False,False,False,False
site-recovery-hyper-v-site-to-azure.md,site recovery,09/19/2016,09/19/2016,11/17/2016,Most Fresh,False,False,False,False,False
site-recovery-manage-registration-and-protection.md,site recovery,10/05/2016,10/05/2016,11/14/2016,Most Fresh,False,False,False,False,False
site-recovery-migrate-aws-to-azure.md,site recovery,08/22/2016,08/22/2016,10/10/2016,Most Fresh,True,False,False,False,False
site-recovery-migrate-azure-to-azure.md,site recovery,08/21/2016,08/21/2016,10/10/2016,Most Fresh,True,False,False,False,False
site-recovery-monitoring-and-troubleshooting.md,site recovery,10/13/2016,10/13/2016,11/14/2016,Most Fresh,False,False,False,False,False
site-recovery-network-design.md,site recovery,09/19/2016,09/19/2016,11/17/2016,Most Fresh,False,False,False,False,False
site-recovery-network-mapping.md,site recovery,10/05/2016,10/05/2016,11/14/2016,Most Fresh,False,False,False,False,False
site-recovery-overview.md,site recovery,10/13/2016,10/13/2016,11/14/2016,Most Fresh,False,False,False,False,False
site-recovery-performance-and-scaling-testing-on-premises-to-on-premises.md,site recovery,07/06/2016,07/06/2016,08/01/2016,Abandon,True,False,False,False,False
site-recovery-runbook-automation.md,site recovery,08/23/2016,08/23/2016,10/10/2016,Most Fresh,True,False,False,False,False
site-recovery-single-vmm.md,site recovery,08/24/2016,08/24/2016,10/10/2016,Most Fresh,True,False,False,False,False
site-recovery-sql.md,site recovery,08/04/2016,08/04/2016,08/29/2016,State,True,False,False,False,False
site-recovery-storage-mapping.md,site recovery,07/06/2016,07/06/2016,08/01/2016,Abandon,True,False,False,False,False
site-recovery-support-matrix.md,site recovery,10/05/2016,10/05/2016,11/14/2016,Most Fresh,False,False,False,False,False
site-recovery-understanding-site-to-azure-protection.md,site recovery,09/12/2016,09/12/2016,10/10/2016,Most Fresh,True,False,False,False,False
site-recovery-vmm-san.md,site recovery,07/06/2016,07/06/2016,11/17/2016,Most Fresh,True,False,False,False,False
site-recovery-vmm-to-azure-classic.md,site recovery,05/06/2016,05/06/2016,11/17/2016,Most Fresh,True,False,False,False,False
site-recovery-vmm-to-azure.md,site recovery,09/16/2016,09/16/2016,11/17/2016,Most Fresh,False,False,False,False,False
site-recovery-vmm-to-vmm-classic.md,site recovery,08/23/2016,08/23/2016,10/10/2016,Most Fresh,True,False,False,False,False
site-recovery-vmm-to-vmm-powershell-resource-manager.md,site recovery,07/19/2016,07/19/2016,11/17/2016,Most Fresh,True,False,False,False,False
site-recovery-vmm-to-vmm.md,site recovery,08/23/2016,08/23/2016,11/17/2016,Most Fresh,True,False,False,False,False
site-recovery-workload.md,site recovery,10/10/2016,10/10/2016,11/14/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-authentication.md,sql data warehouse,09/24/2016,09/24/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-backups.md,sql data warehouse,10/06/2016,10/06/2016,10/31/2016,Most Fresh,False,True,False,False,False
sql-data-warehouse-best-practices.md,sql data warehouse,09/04/2016,09/04/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-connect-overview.md,sql data warehouse,09/26/2016,08/27/2016,10/31/2016,Most Fresh,False,False,False,True,False
sql-data-warehouse-connection-strings.md,sql data warehouse,09/24/2016,09/24/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-develop-best-practices-transactions.md,sql data warehouse,07/31/2016,07/31/2016,08/29/2016,State,True,False,False,False,False
sql-data-warehouse-develop-concurrency.md,sql data warehouse,09/27/2016,09/27/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-develop-ctas.md,sql data warehouse,06/14/2016,06/14/2016,08/01/2016,Abandon,True,False,False,False,False
sql-data-warehouse-develop-dynamic-sql.md,sql data warehouse,06/14/2016,06/14/2016,08/01/2016,Abandon,True,False,False,False,False
sql-data-warehouse-develop-group-by-options.md,sql data warehouse,06/14/2016,06/14/2016,08/01/2016,Abandon,True,False,False,False,False
sql-data-warehouse-develop-label.md,sql data warehouse,06/14/2016,06/14/2016,08/01/2016,Abandon,True,False,False,False,False
sql-data-warehouse-develop-loops.md,sql data warehouse,06/14/2016,06/14/2016,08/01/2016,Abandon,True,False,False,False,False
sql-data-warehouse-develop-stored-procedures.md,sql data warehouse,06/30/2016,06/30/2016,08/01/2016,Abandon,True,False,False,False,False
sql-data-warehouse-develop-transactions.md,sql data warehouse,07/31/2016,07/31/2016,08/29/2016,State,True,False,False,False,False
sql-data-warehouse-develop-user-defined-schemas.md,sql data warehouse,06/14/2016,06/14/2016,08/01/2016,Abandon,True,False,False,False,False
sql-data-warehouse-develop-variable-assignment.md,sql data warehouse,06/14/2016,06/14/2016,08/08/2016,State,True,False,False,False,False
sql-data-warehouse-develop-views.md,sql data warehouse,07/01/2016,07/01/2016,08/08/2016,State,True,False,False,False,False
sql-data-warehouse-distributed-data.md,sql data warehouse,10/10/2016,10/10/2016,11/15/2016,Most Fresh,False,True,False,False,False
sql-data-warehouse-encryption-tde-tsql.md,sql data warehouse,09/24/2016,09/24/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-encryption-tde.md,sql data warehouse,09/24/2016,09/24/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-get-started-connect-sqlcmd.md,sql data warehouse,09/06/2016,09/06/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-get-started-create-database-tsql.md,sql data warehouse,08/24/2016,08/24/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-get-started-load-with-polybase.md,sql data warehouse,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-get-started-provision-powershell.md,sql data warehouse,08/25/2016,08/25/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-get-started-provision.md,sql data warehouse,08/25/2016,08/25/2016,10/31/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-index-all-articles.md,sql data warehouse,10/05/2016,08/21/2016,10/31/2016,Most Fresh,False,False,False,True,False
sql-data-warehouse-install-visual-studio.md,sql data warehouse,08/16/2016,08/16/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-integrate-azure-stream-analytics.md,sql data warehouse,08/16/2016,08/16/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-load-from-azure-blob-storage-with-polybase.md,sql data warehouse,08/25/2016,08/25/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-load-from-sql-server-with-azcopy.md,sql data warehouse,06/30/2016,06/30/2016,08/08/2016,State,True,False,False,False,False
sql-data-warehouse-load-from-sql-server-with-bcp.md,sql data warehouse,06/30/2016,06/30/2016,08/08/2016,State,True,False,False,False,False
sql-data-warehouse-load-from-sql-server-with-integration-services.md,sql data warehouse,08/08/2016,08/08/2016,09/26/2016,Fresh,True,False,False,False,False
sql-data-warehouse-load-from-sql-server-with-polybase.md,sql data warehouse,06/30/2016,06/30/2016,08/08/2016,State,True,False,False,False,False
sql-data-warehouse-load-polybase-guide.md,sql data warehouse,06/30/2016,06/30/2016,08/08/2016,State,True,False,False,False,False
sql-data-warehouse-load-sample-databases.md,sql data warehouse,08/16/2016,08/16/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-load-with-bcp.md,sql data warehouse,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-load-with-redgate.md,sql data warehouse,10/13/2016,10/13/2016,11/15/2016,Most Fresh,False,True,False,False,False
sql-data-warehouse-manage-compute-overview.md,sql data warehouse,09/03/2016,09/03/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-manage-compute-portal.md,sql data warehouse,08/22/2016,08/22/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-manage-compute-powershell.md,sql data warehouse,06/13/2016,06/13/2016,07/18/2016,Abandon,True,False,False,False,False
sql-data-warehouse-manage-compute-rest-api.md,sql data warehouse,08/08/2016,08/08/2016,09/26/2016,Fresh,True,False,False,False,False
sql-data-warehouse-manage-compute-tsql.md,sql data warehouse,08/08/2016,08/08/2016,09/26/2016,Fresh,True,False,False,False,False
sql-data-warehouse-manage-monitor.md,sql data warehouse,10/08/2016,10/08/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-migrate-code.md,sql data warehouse,08/02/2016,08/02/2016,08/29/2016,State,True,False,False,False,False
sql-data-warehouse-migrate-data.md,sql data warehouse,08/25/2016,08/25/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-migrate-migration-utility.md,sql data warehouse,08/08/2016,08/08/2016,08/29/2016,State,True,False,False,False,False
sql-data-warehouse-migrate-schema.md,sql data warehouse,08/25/2016,08/25/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-overview-develop.md,sql data warehouse,08/16/2016,08/16/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-overview-integrate.md,sql data warehouse,05/31/2016,05/31/2016,08/15/2016,State,True,False,False,False,False
sql-data-warehouse-overview-load.md,sql data warehouse,07/12/2016,07/12/2016,08/15/2016,State,True,False,False,False,False
sql-data-warehouse-overview-manage-security.md,sql data warehouse,09/24/2016,09/24/2016,10/31/2016,Most Fresh,False,False,False,False,False
sql-data-warehouse-overview-manage-user-queries.md,sql data warehouse,08/17/2016,08/17/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-overview-manage.md,sql data warehouse,08/16/2016,08/16/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-overview-migrate.md,sql data warehouse,08/30/2016,08/30/2016,10/17/2016,Most Fresh,True,False,False,False,False
sql-data-warehouse-overview-reference.md,sql data warehouse,08/08/2016,08/08/2016,09/26/2016,Fresh,True,False,False,False,False
sql-data-warehouse-overview-what-is.md,sql data warehouse,09/27/2016,09/27/2016,10/31/2016,Most Fresh,False,False,False,False,False
